제목,날짜,분류,본문,반응수
최고위 발언하는 박광온,20230802,정치,더불어민주당 박광온 원내대표가 2일 국회 당 사무실에서 최고위 회의를 하고 있다. 2023.8.2,0
민주당 최고위,20230802,정치,더불어민주당 박광온 원내대표가 2일 국회 당 사무실에서 최고위 회의를 하고 있다. 2023.8.2,0
"건강하게 돌아온 류현진, 426일 만의 복귀전서 5이닝 4실점(종합)",20230802,스포츠,"아메리칸리그 승률 1위 볼티모어 타선에 홈런 1개 등 안타 9개 허용투구수 80개·직구 최고구속 146㎞…낙차 큰 커브 위력 돋보여 왼쪽 팔꿈치 수술 후 426일 만에 복귀전 등판한 류현진 [캐내디안 프레스/AP=연합뉴스](토론토·서울=연합뉴스) 고일환 특파원  왼쪽 팔꿈치 수술 후 14개월간 기나긴 재활을 거친 '코리안 몬스터' 류현진(36·토론토 블루제이스)이 426일 만의 미국프로야구 메이저리그(MLB) 복귀전에서 고전했다.    류현진은 2일(한국시간) 캐나다 온타리오주 토론토 로저스 센터에서 열린 볼티모어 오리올스와의 홈경기에 선발 등판해 5이닝 동안 홈런 1개 등 안타 9개를 맞고 4실점 했다.    공 80개를 던진 류현진은 6회초 선두 타자 거너 헨더슨에게 우월 홈런을 맞아 3-4로 뒤진 상황에서 트레버 리처즈에게 배턴을 넘겼다.    류현진은 삼진 3개를 뽑아내고 볼넷 1개를 줬다.    토론토가 동점 또는 역전을 하지 못한 채 경기가 끝나면 류현진은 패전 투수가 된다.     이날 경기는 류현진에게 지난해 6월 2일 로저스센터에서 벌어진 시카고 화이트삭스와의 경기에서 4이닝 3실점을 끝으로 수술대에 오른 이래 426일 만의 복귀전이다.    네 차례 마이너리그 재활 등판에서 2승 무패, 평균자책점 2.00의 성적을 남기고 이날 빅리그 로스터에 합류한 류현진은 구장을 가득 메운 홈팬들의 뜨거운 환대를 받고 마운드에 올랐다.[그래픽] MLB 류현진 볼티모어전 투구 내용  0eun@yna.co.kr    트위터 @yonhap_graphics  페이스북 tuney.kr/LeYN11회 집중타를 맞고 아쉬워하는 류현진 [게티이미지/AFP=연합뉴스]     그러나 아메리칸리그 승률 1위로 잘 나가는 볼티모어 타선은 절대 녹록지 않았다. 류현진은 1∼4회 연속으로 선두 타자에게 안타를 맞는 등 매 이닝 주자를 내보내며 전혀 달라진 볼티모어 타선과 마주했다.     1번 타자 애들리 러치맨에게 초구로 바깥쪽 시속 142㎞를 던졌다가 우중간을 가르는 2루타를 허용한 류현진은 2번 라이언 마운트캐슬에게 몸쪽 컷 패스트볼을 뿌렸다가 이번에는 좌중간 펜스 하단을 직접 때리는 2루타를 맞아 1점을 쉽게 줬다.    3번 안토니 산탄데르는 류현진의 초구 낮은 체인지업을 잡아당겨 좌전 안타를 때리는 등 세 타자가 류현진의 1∼3구 안에 타격을 마쳐 제구가 좋은 류현진을 상대로 확실한 노림수로 대비했음을 알려줬다.    무사 1, 3루 위기에서 류현진은 오스틴 헤이스를 2루수 뜬공으로 잡아 한숨을 돌린 뒤 거너 헨더슨을 2루수 땅볼로 유도해 병살로 이닝을 넘기는 듯했다.    그러나 1루 주자가 2루에서 포스아웃 당하는 사이 헨더슨의 발이 먼저 1루를 밟았고, 3루 주자도 득점해 류현진은 추가 실점했다.    류현진은 조던 웨스트버그를 전매특허인 체인지업으로 헛스윙 삼진으로 돌려세운 뒤 폭풍 같았던 1회를 마쳤다. 여섯 타자에게 던진 공은 14개에 불과했다.    2회에도 류현진은 라온 우리아스에게 좌측 펜스를 직접 맞히는 2루타를 내줘 또 고비를 맞았다.    후속 타자의 보내기 번트로 이어진 1사 3루에서 류현진은 주자를 3루에 묶어둔 채 호르헤 마테오를 3루수 땅볼로 요리한 뒤 러치맨에게 7구 접전에서 커브를 맞아 중전 안타를 맞고 3점째 실점했다. 이후 마운트캐슬을 좌익수 직선타로 잡고 불을 껐다.426일 만의 복귀전에서 고전하며 땀을 닦는 류현진 [캐내디안 프레스/AP=연합뉴스]     배터리로 호흡을 맞춘 포수 대니 잰슨이 좌중월 2점 아치를 그려 2-3으로 따라붙은 3회 류현진은 선두 산탄데르에게 좌전 안타를 맞았지만, 헤이스를 2루수 병살타로 잡아낸 뒤 헨더슨에게 이날 가장 빠른 시속 146㎞짜리 바깥쪽 포심 패스트볼을 던져 루킹 삼진을 낚아내고 처음으로 실점 없이 이닝을 마무리했다.    브랜던 벨트의 좌중월 솔로 홈런으로 3-3이 돼 경기가 원점으로 돌아간 4회초 류현진은 선두 웨스트버그를 좌전 안타로 내보냈지만, 후속 세 타자를 삼진, 포수 앞 땅볼, 중견수 뜬공으로 차례로 잡아내고 무실점 행진을 이어갔다.    류현진은 5회 1사 후 안타와 볼넷을 연속으로 허용해 위기를 자초했으나 헤이스를 유격수 병살타로 솎아내 스스로 늪에서 빠져나왔다.    그러나 류현진은 6회 선두 타자 헨더슨에게 복판에 몰린 체인지업을 던졌다가 우측 펜스를 훌쩍 넘어가는 솔로 홈런을 맞았다. 토론토 벤치는 류현진을 마운드에서 내리고 불펜을 가동했다. 류현진의 힘찬 투구 [USA 투데이/로이터=연합뉴스]     류현진은 포심 패스트볼 33개, 체인지업 22개, 커브 20개, 컷 패스트볼 5개를 던졌다. 커브는 빼어났지만, 체인지업은 자주 스트라이크 존 복판에 몰렸고, 빠른 볼의 위력은 떨어졌다.    토론토는 6회 현재 3-4로 끌려가고 있다.     koman@yna.co.kr, cany9900@yna.co.kr 기사제공 연합뉴스 장현구(cany9900@yna.co.kr) 고일환",3
민주당 최고위,20230802,정치,더불어민주당 박광온 원내대표가 2일 국회 당 사무실에서 최고위 회의를 하고 있다. 2023.8.2,0
민주당 최고위,20230802,정치,더불어민주당 박광온 원내대표가 2일 국회 당 사무실에서 최고위 회의를 하고 있다. 2023.8.2,0
회의 참석하는 박광온 원내대표,20230802,정치,더불어민주당 박광온 원내대표와 정청래 최고위원이 2일 국회 당 사무실에서 열린 최고위 회의에 참석하고 있다. 2023.8.2,0
회의 참석하는 박광온 원내대표,20230802,정치,더불어민주당 박광온 원내대표와 정청래 최고위원이 2일 국회 당 사무실에서 열린 최고위 회의에 참석하고 있다. 2023.8.2,0
"트뤼도 ""韓 산불진화 영웅 감사"" 尹대통령 ""양국 우호 전기""",20230802,정치,"트뤼도, 한국 구호대 기내 환송 영상서 우리말로 ""감사합니다""…尹, 트위터로 감사 뜻 전해    퀘벡 산불 진화 도운 한국 해외긴급구호대에 감사 표하는 트뤼도 캐나다 총리  쥐스탱 트뤼도 캐나다 총리가 퀘벡주 산불 진화를 돕기 위해 파견된 한국 해외긴급구호대(KDRT)를 만나 감사를 표했다고 대통령실이 2일 밝혔다. 2023.8.2 [대통령실 제공. 재판매 및 DB 금지] kane@yna.co.kr      ""We will never forget it(절대 잊지 않겠습니다)""    쥐스탱 트뤼도 캐나다 총리가 퀘벡주 산불 진화를 돕기 위해 파견된 한국 해외긴급구호대(KDRT)를 만나 감사 인사를 전했다.    트뤼도 총리는 1일(현지시간) 자신의 트위터에 한국의 긴급구호대가 귀국을 위해 탑승한 기내에 감사 인사를 위해 올랐던 영상을 게재했다.    트뤼도 총리는 구호대원들 앞에 서서 ""가족을 떠나 지구 반대편으로 건너와 이렇게 우리 국민을 도와주셔서 다시 한번 너무 감사하다""며 ""안전하게 귀국하기를 바란다""고 말했다.     이어 트뤼도 총리는 한국어로 ""감사합니다""라고 말했고, 기내에서는 환호와 박수가 터져 나왔다.    그는 트위터 메시지에도 ""한국 구호대가 지난 몇주 동안 퀘벡에서 산불을 진화했다""며 ""캐나다 국민을 대신해 한국 구호대의 영웅적 활동에 감사드린다""고 밝혔다.     이에 윤석열 대통령도 트위터에 ""한국 구호대가 귀국하는 길에 트뤼도 총리가 깜짝 방문해서 진심으로 감사드린다""며 ""구호대 활동은 한국과 캐나다의 우호 관계에 새로운 전기를 마련했다""고 언급했다",28
잼버리 참여한 스웨덴 대원,20230802,사회,2일 전북 부안군 새만금에서 세계잼버리에 참가한 스웨덴 대원이 휴식을 취하고 있다. 2023.8.2 [세계스카우트연맹 사무국 제공. 재판매 및 DB 금지. WSB Inc - Bjorn Larsson],0
"문화재청, '장수 침령산성' 사적 지정",20230802,생활,문화재청이 산성 유적인 '장수 침령산성'을 사적으로 지정했다고 2일 밝혔다. 사진은 장수 침령산성 원경. 2023.8.2 [문화재청 제공. 재판매 및 DB 금지],0
발언하는 박광온 원내대표,20230802,정치,더불어민주당 박광온 원내대표가 2일 국회 당 사무실에서 최고위 회의를 하고 있다. 2023.8.2,0
"""숨이 턱턱"" 전북 온열질환자 속출…총 81명",20230802,사회,"더위 식히는 식물 터널     2023 새만금 세계스카우트 잼버리 개막일인 1일 전북 부안군 하서면 행사장에 더위를 식히기 위한 식물 터널이 설치돼 있다. 이날 부안군에는 폭염경보가 발효 중이다. 2023.8.1  폭염특보가 이어지면서 전북지역에서 온열질환자가 속출하고 있다.    2일 전북도에 따르면 온열질환 감시체계를 가동한 지난 5월부터 1일 현재까지 도내에서 온열질환자가 81명 발생했다.    이 가운데 사망자는 1명이다.    질환별로는 열탈진이 48건으로 가장 많았고 열실신 11건, 열사병 6건, 열부종 1건, 기타 6건 등의 순으로 집계됐다.    남성이 64명으로 여성(17명)보다 3배 이상 많았다.    연령대는 80대 이상 15명, 60대 13명, 50대 13명, 70대 12명 등이었다.    연일 폭염이 계속되자 전북도는 태스크포스를 운영해 폭염 총괄 관리 대응에 나섰다.    생활지원사와 노인돌보미 등 재난 도우미 5만5천여명은 취약계층의 건강 상태와 안부를 확인하고 있다.    노인시설과 마을회관, 복지회관 등 5천890곳에선 쉼터가 운영 중이며 열섬현상을 완화하고자 수시로 도로 살수가 실시되고 있다.    이송희 전북도 복지여성보건국장은 ""온열질환을 예방하기 위해 낮 시간대 외출을 가급적 자제해야 한다""면서 ""충분한 수분 섭취 등 폭염 대비 건강 수칙 준수는 물론, 온열질환에 취약한 어린이나 노약자를 홀로 남겨두지 않도록 하는 등 관심을 기울여 달라""고 당부했다.",1
발언하는 박광온 원내대표,20230802,정치,더불어민주당 박광온 원내대표가 2일 국회 당 사무실에서 최고위 회의를 하고 있다. 2023.8.2,0
니제르에 '군 동원' 경고한 서아프리카 국방수장들 집결한다,20230802,세계,"""이번주까지 헌정 회복"" 요구한 ECOWAS, 니제르 쿠데타 대응책 모색니제르, 인접 5개국에 육로·영공 재개방…佛 1차 대피 262명 파리 도착  니제르 쿠데타로 서아프리카 지역에서 긴장이 고조된 가운데 이 지역 각국 국방 수장들이 집결해 대응책을 모색한다고 AFP통신 등이 1일(현지시간) 보도했다.    이번 회담은 서아프리카 국가 연합체인 서아프리카경제공동체(ECOWAS) 지난달 30일 긴급정상회의에서 니제르에 대한 제재와 함께 군사 동원 가능성까지 경고한 이후 열리는 것이어서 주목된다.    ECOWAS는 이날 성명을 통해 회원국 국방장관들이 2∼4일 나이지리아 수도 아부자에서 니제르 사태에 대해 논의할 것이라고 발표했다.    또한 압둘살라미 아부바카르 전 나이지리아 대통령이 이끄는 대표단이 2일 니제르를 방문할 것이라고 ECOWAS의 한 관리가 전했다.    이런 가운데 토니 블링컨 미국 국무장관도 이날 무사 파키 마하마트 아프리카연합(AU) 집행위원장과 만나 니제르와 수단 문제에 대해 논의했다.    미국 국무부는 성명을 통해 쿠데타 세력에 의해 억류 중인 모하메드 바줌 니제르 대통령의 즉각적인 석방이 이뤄져야 한다는 데 블링컨 장관과 파키 집행위원장이 의견을 함께했다고 밝혔다.    세계 최빈국 중 하나인 니제르에서는 압두라흐마네 티아니 대통령 경호실장이 이끄는 군부 세력이 지난달 26일 쿠데타를 일으켜 바줌 대통령을 축출했다. 이후 프랑스 대사관에 대한 시위대의 공격이 발생하는 등 혼란이 이어지고 있다.    이에 ECOWAS는 이번 주 안으로 헌정 질서를 회복하지 않으면 군대를 동원할 수 있다고 경고했으나 말리와 부르키나파소가 곧바로 외국의 니제르 군사 개입을 자국에 대한 전쟁 선포로 간주하겠다고 경고하면서 역내 긴장이 커졌다.    미국과 프랑스, 이탈리아, 독일 등은 세계 7대 우라늄 생산국인 니제르에 군사 훈련 및 이슬람 무장세력 소탕 등을 이유로 군대를 파병하고 있다.     쿠데타를 주도한 압두라흐마네 티아니 니제르 대통령 경호실장(오른쪽)[로이터 연합뉴스 자료사진. 재판매 및 DB 금지]    이런 가운데 니제르는 1일 인접국인 알제리와 부르키나파소, 리비아, 말리, 차드 등 5개국에 육지와 상공의 국경을 다시 열었다고 니제르 군부 관계자가 현지 TV를 통해 밝혔다.    앞서 군부 세력은 지난달 26일 쿠데타를 일으킨 이후 상황이 안정될 때까지 니제르 영공과 국경을 폐쇄한다고 발표했다.    니제르가 국경을 맞댄 일부 국가에 국경을 재개방했다는 이번 발표는 프랑스가 니제르에 있는 자국민을 대피시키기로 하고 이들을 실은 첫 번째 항공기가 이륙한 지 몇 시간 만에 나왔다.    ECOWAS가 군사개입을 경고하면서 제시한 기한을 닷새 앞둔 시점이기도 하다.    프랑스인 등 262명이 탑승한 프랑스 국적기는 2일 새벽 파리 샤를 드골 공항에 도착했다고 AFP 통신이 공항 관계자를 인용해 전했다.",3
